0,195854.10370883983
1,632368.7617381762
2,144453.6308279486
3,158812.66853709388
4,159917.6291987884
5,221927.3823838418
6,199375.36678109123
7,339269.31302902056
8,129813.28831479647
9,117963.8189070724
10,127882.82084373139
11,97979.34135836588
12,251139.78888293242
13,282092.6406278719
14,569732.0912289122
15,140874.27132423542
16,193225.24648946215
17,127887.7556450872
18,130439.2588420627
19,274602.8963944103
20,185194.45478929853
21,201503.15495445445
22,144745.8134986852
23,183152.37594405806
24,124851.67901038946
25,160930.6855844506
26,135959.07441863944
27,163063.42500018523
28,234244.0603841862
29,154864.6602393592
30,181896.75797122327
31,149576.62645001672
32,103881.17934531445
33,199813.2640457252
34,122151.85201377765
35,201950.14415091873
36,146246.64884855336
37,266046.2521116884
38,109782.7652237826
39,194534.07399807993
40,138563.62092101906
41,278063.9203550802
42,189307.72922695708
43,221063.77586951936
44,105000.31039432249
45,127996.26068713897
46,125830.5665767979
47,111012.63562395339
48,147366.20902860595
49,260753.52936525707
50,71454.04233526366
51,94072.87339705044
52,119315.44796354424
53,129343.75401589907
54,161295.62845297332
55,141420.89677882224
56,191154.2680569093
57,134030.41643909356
58,204514.42300307934
59,139334.21119320428
60,359864.6551915781
61,138448.64624480007
62,189335.87553119496
63,146541.84465155425
64,107283.66386400629
65,144885.1048631329
66,120915.76819636158
67,140278.20047133253
68,167784.60006838295
69,219265.72098359317
70,144679.30161150504
71,228158.7315065002
72,205073.80721919631
73,238512.27794645398
74,181377.41243693666
75,402224.8565314577
76,210296.12661054914
77,188805.92257331376
78,201562.82774358717
79,150203.40321499025
80,159662.23012879695
81,127110.69718410225
82,241046.476491112
83,182791.19448829303
84,126160.72299933774
85,249689.5035610318
86,183062.40278230002
87,127633.74317349213
88,326724.3234670875
89,97681.36020217929
90,183147.10708819458
91,151016.38940887307
92,179477.1395261817
93,129206.99159704997
94,133294.38896578422
95,165624.6111716133
96,159121.18010911118
97,172210.46847994378
98,171238.12651913808
99,419593.6329459145
100,426494.5969165854
101,137420.902678253
102,220834.69994747458
103,178678.1590132974
104,135572.20134414083
105,157828.68564192083
106,126238.89274674446
107,144442.2868631658
108,157905.95922041233
109,188530.5365337211
110,267303.94041945034
111,75476.8092544575
112,210002.67659890527
113,200658.1913925752
114,150916.2843551573
115,139407.5734599776
116,191456.5780540339
117,128762.79873023405
118,156243.29758257023
119,184909.82964068546
120,250717.1432778353
121,268439.4519007559
122,159854.55110425426
123,111475.0143722589
124,102036.42745611479
125,176017.98951159345
126,124132.44321913653
127,132222.2896094308
128,146206.42969408867
129,144668.0960007355
130,276275.9632471932
131,170806.3353720948
132,226230.15454550125
133,170407.52557482748
134,323497.6740291369
135,213006.90735962888
136,151538.49649814283
137,311269.90789316467
138,194804.05934386718
139,145160.73095644897
140,140860.57624286535
141,166112.91531951536
142,287047.9354169353
143,212374.2632389782
144,318497.2067778767
145,354697.38476710854
146,125660.71384332959
147,179273.01687967058
148,283829.3644990337
149,201545.4365263817
150,277468.1581113525
151,118018.6798120327
152,164552.38438972895
153,75306.62544652181
154,221176.5238410626
155,86107.40092401266
156,318658.24365093204
157,68402.95121506858
158,90670.48415729085
159,137073.52421340012
160,220487.50110987047
161,182534.1179859974
162,248544.9588180231
163,124943.49154775056
164,120162.70273335322
165,111502.5772390077
166,119061.18352352864
167,154945.6980743774
168,134697.37168204144
169,56257.47983952283
170,225309.85193606373
171,125167.84048644056
172,108989.30507821012
173,163158.6080809253
174,260718.87590936723
175,175414.40228372152
176,185029.74906788548
177,92747.58277741485
178,249148.107421096
179,300552.61509746563
180,237600.01714612558
181,216384.12764499607
182,183601.65095696098
183,168140.55240186446
184,120087.54827323885
185,407694.3584052767
186,240119.09088761825
187,208788.09309596213
188,117558.25774747954
189,155341.04623189496
190,161719.6288714803
191,378212.33715451654
192,183766.97593129938
193,245998.99722616424
194,138061.5963764786
195,170938.74027516498
196,151681.3772973583
197,200334.3723694238
198,204384.79994306632
199,142817.20027198712
200,137987.29390063407
201,235066.26827478508
202,108680.89004427214
203,174686.132722351
204,255502.17553073165
205,407587.0978142608
206,236658.3702604092
207,263452.66955253494
208,107108.29281108249
209,136752.73302393514
210,100012.71710514728
211,138485.69084237714
212,74689.04627192365
213,195836.93490571284
214,163029.78104173573
215,162878.6120389014
216,106730.91295069679
217,115324.21848512565
218,266844.9491720312
219,169038.11401520664
220,353768.78704756865
221,128213.86851938657
222,226234.4924356759
223,132095.98570817677
224,131382.4593229095
225,172384.67143417618
226,228086.8665463226
227,328115.32448791026
228,189044.83438527686
229,125253.76967456471
230,135121.68879983682
231,155410.83965402868
232,119391.36955829382
233,182667.2249808617
234,192911.0921503043
235,263585.68295835174
236,83255.70171312285
237,266891.1665841649
238,129271.87135705122
239,122513.24229056234
240,108555.92156492382
241,227146.00356412615
242,225200.0149298938
243,147671.38882296387
244,93210.19447379326
245,272079.8854718269
246,198551.64891009047
247,217848.04504211724
248,129530.37379601499
249,330532.4523826308
250,124095.06659869713
251,216255.34460343944
252,164537.6567666261
253,149294.28574627265
254,138236.43786898797
255,181089.41864156438
256,136717.73376422876
257,134400.84644049185
258,261044.7420343174
259,146572.7699899482
260,115410.87529975548
261,187505.36870687158
262,178932.54612294224
263,136009.41916926656
264,107198.74119765262
265,178474.9830134255
266,161609.53830993257
267,177274.3287612291
268,121031.70940607894
269,337767.6777466472
270,146051.85045042023
271,187814.52365448684
272,213282.63912332093
273,142378.64444967944
274,325479.4339260054
275,120572.37670173541
276,193428.39026507072
277,116612.14583903128
278,159856.3858809599
279,284066.8620327874
280,97458.90585080287
281,90603.32528449447
282,123537.40740569419
283,267787.51819792326
284,125794.03758435643
285,135133.4473721381
286,191069.64502666768
287,170637.1729326655
288,199581.8199326776
289,244716.71023694202
290,145107.47330016753
291,142721.34551317242
